schl_nr,lemma,stadtteile,strassenklasse,namensgruppe,verweis_auf,buchseite,status
02812,Schönscheidts Hof,Kray,Gemeindestraße,Hofname,,295,automatisch
02813,Schönscheidtstraße,Kray; Steele,Hauptstraße,Hofname,Schönscheidts Hof,296,automatisch
03033,Schollbraukring,Altenessen- Süd,Gemeindestraße,Flurname,,296,automatisch
02814,Schollenbroich,Kray,Gemeindestraße,Flurname,,296,automatisch
02815,Schongauerstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Kupferstecher, Malerviertel- Holsterhausen",,296,automatisch
02816,Schonnebeckhöfe,Katernberg; Schonnebeck,Kreisstraße; Hauptstraße; Gemeindestraße,Hofname,,296,automatisch
02817,Schonnefeldstraße,Altenessen-Süd,Gemeindestraße,Hofname,,296,automatisch
02872,19874 (Große Schopenhauerweg,Freisenbruch,Gemeindestraße,"Person, Mann, Deutscher, Philosoph, Autor, Hochschullehrer",,296,unsicher
02818,Schornstraße,Südviertel,Gemeindestraße,Familienname,,296,automatisch
02820,Schrägbauweg,Kray,Gemeindestraße,Bergbau,,296,automatisch
02822,Schreibzeile,Kray; Leithe,Gemeindestraße,Lagebezeichnung,,297,automatisch
02823,Schroertal,Kupferdreh,Gemeindestraße,Kotten,,297,automatisch
02824,Schubertstraße,Südviertel,Gemeindestraße,"Person, Mann, Österreicher, Komponist",,297,automatisch
02825,Schürenbergstraße,Ostviertel,Gemeindestraße,"Person, Mann, Deutscher, Bauunternehmer, Stadtverordneter",,297,automatisch
03001,Schürenfeld,Altenessen- Nord,Gemeindestraße,Flurname,,297,automatisch
02826,Schürfacker,Bergerhausen,Gemeindestraße,Bergbau,,297,automatisch
02827,Schürmannstraße,Bergerhausen,Gemeindestraße,Hofname,,297,automatisch
02828,Schützdellerweg,Werden,Gemeindestraße,Kotten,,297,automatisch
02829,Schützenbahn,Stadtkern; Ostviertel; Nordviertel,Landstraße,Essener Geschichte und Ortlichkeit,,297,automatisch
02830,Schützkamp,Überruhr- Holthausen,Gemeindestraße,Lagebezeichnung,,297,automatisch
02831,Schuirweg,Schuir; Werden,Landstraße,Honnschaft,,297,automatisch
02833,Schulkirchweg,Bergerhausen,Gemeindestraße,Kirche und Kloster,,298,automatisch
03748,Schulstraße,Kettwig,Gemeindestraße,Lagebezeichnung,,298,automatisch
02835,Schultenkamp,Stoppenberg,Gemeindestraße,Flurname,,298,automatisch
02836,Schultenweg,Freisenbruch,Gemeindestraße,Hofname,,298,automatisch
02837,Schulte-Pelkum-Straße,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Stadtdechant",,298,automatisch
02838,Schulzstraße,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann",,298,automatisch
03630,Schumannstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Komponist, Pianist",,299,automatisch
02839,Schurenstraße,Altenessen- Nord,Gemeindestraße,Gewässer,,299,automatisch
02840,Schwaigerstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Betriebsführer, Kruppscher Beamter, Siedlung",,299,automatisch
02842,Schwanenbuschstraße,Huttrop,Gemeindestraße,Lagebezeichnung,,299,automatisch
02843,Schwanenkampstraße,Westviertel,Gemeindestraße,Freigut,,299,automatisch
02844,Schwanhildenhöhe,Stoppenberg,Gemeindestraße,"Person, Frau, Äbtissin",,299,automatisch
02845,Schwanhildenstraße,Stoppenberg,Gemeindestraße,"Person, Frau, Äbtissin",Schwanhildenhöhe,299,unsicher
02846,Schwarzbachstraße,Kray,Gemeindestraße,Gewässer,,300,automatisch
02847,Schwarze Horn,Stadtkern,Gemeindestraße,Lagebezeichnung,,300,unsicher
02849,Schwarze Meer,Stadtkern,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Flurname",,300,automatisch
02850,Schwarze Straße,Altenessen- Süd,Gemeindestraße,Volksmund,,300,automatisch
02848,Schwarze-Lenen-Weg,Stadtwald,Gemeindestraße,"Person, Frau, Deutsche, Wirtin",,300,automatisch
03029,Schwarzensteinweg,Burgaltendorf,Gemeindestraße,Familienname,,300,automatisch
02851,Schwelmhöfe,Kray,Gemeindestraße,Familienname,,300,automatisch
02852,Schweriner Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,300,automatisch
02853,Schwermannstraße,Kupferdreh,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher",,300,automatisch
02854,Sedanstraße,Südostviertel,Gemeindestraße,Kriegserinnerung,,300,automatisch
02855,Seestraße,Frintrop,Gemeindestraße,Gewässer,,300,automatisch
02856,Segerothstraße,Nordviertel; Westviertel,Landstraße,"Flurname, Essener Geschichte und Ortlichkeit",,300,automatisch
02857,Seibertzstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Historiker",,301,automatisch
02858,SeidIstraße,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Architekt",,301,automatisch
02859,Seippelweg,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Beigeordneter",,301,automatisch
03005,Selbachstraße,Überruhr- Hinsel,Gemeindestraße,"Person, Mann, Deutscher, Beigeordneter",,301,automatisch
02860,Sellscheidt,Fischlaken,Gemeindestraße,Kotten,,302,automatisch
02861,Selmastraße,Stadtkern,Gemeindestraße,"Person, Frau, Deutsche, Essener Geschichte und ÖOrtlichkeit",,302,automatisch
02862,Seminarstraße,Huttrop,Gemeindestraße,Lagebezeichnung,,302,automatisch
02863,Semperstraße,Huttrop; Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Architekt, Kunsthistoriker",,302,automatisch
03749,Sengelmannsweg,Kettwig,Gemeindestraße,Lehngut,,302,automatisch
03750,Sengenholzer Weg,Kettwig,Gemeindestraße,Hofname,,302,automatisch
02864,Serlostraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Ministerialdirektor",,302,automatisch
02866,Sessenbergstraße,Ost-viertel,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Flurname",,302,automatisch
02867,Seumannstraße,Altenessen- Süd; Stoppenberg,Gemeindestraße,Hofname,,302,automatisch
02868,Sevenarstraße,Ostviertel,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Familienname",,303,automatisch
02869,Severinstraße,Ostviertel,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Familienname",,303,automatisch
02870,Sevinghauser Weg,Freisenbruch,Gemeindestraße,Stadt und Ort,,303,automatisch
02871,Sibyllastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,303,automatisch
00718,Siebrechtweg,Altenessen- Nord,Gemeindestraße,"Person, Mann, Deutscher, Gerichtsassessor",,303,automatisch
02875,Siegfriedstraße,Kray,Gemeindestraße,Sage,,303,automatisch
02876,Sieglindenstraße,Kray,Gemeindestraße,Sage,,303,automatisch
02066,Siegstraße,Bergerhausen,Gemeindestraße,Gewässer,,303,automatisch
02878,Siemensstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Erfinder, Elektrotechniker, Industrieller",,303,automatisch
02879,Siepenblick,Huttrop,Gemeindestraße,Lagebezeichnung,Siepenstraße,303,automatisch
02880,Siepenstraße,Huttrop; Bergerhausen,Gemeindestraße,Botanik,,303,automatisch
02881,Siepmanns Kamp,Frohnhausen,Gemeindestraße,Kotten,,304,automatisch
02882,Sigambrerweg,Karnap,Gemeindestraße,Volksstamm,,304,automatisch
02874,In der Nähe der Arminiusgarten! Sigsfeldstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Erfinder, Ballonfahrer",,304,unsicher
02883,Silberbankstraße,Rellinghausen,Gemeindestraße,Bergbau,,304,automatisch
02884,Silberstraße,Ostviertel,Gemeindestraße,Essener Geschichte und Örtlichkeit,,304,automatisch
02885,Simonaue,Werden,Gemeindestraße,"Person, Frau, Deutsche, Sozialhelferin",,304,automatisch
02886,Simsonstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Politiker",,304,automatisch
02887,Singscheider Höhe,Kupferdreh,Gemeindestraße,Flurname,,304,automatisch
02889,Singscheider Weg,Kupferdreh,Gemeindestraße,Lehngut,,304,automatisch
02890,Skagerrakstraße,Südviertel,Gemeindestraße,Kriegserinnerung,,304,automatisch
02892,Söllingstraße,Ostviertel,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Stadtverordneter, Ehrenbürger",,304,automatisch
03024,Söllockweg,Dellwig,Gemeindestraße,Flurname,,305,automatisch
02893,Soester Straße,Kray,Gemeindestraße,Stadt und Ort,,305,automatisch
02894,Sollwiesenbusch,Kupferdreh,Gemeindestraße,Flurname,,305,automatisch
02895,Sommerburgstraße,Margaretenhöhe,Kreisstraße,Flurname,,305,automatisch
03752,Sommersberg,Kettwig,Gemeindestraße,Lagebezeichnung,,305,automatisch
02896,Sonderfeld,Überruhr-Hinsel,Gemeindestraße,Flurname,,305,automatisch
02909,Sonderwerkstraße,Fulerum,Gemeindestraße,Bergbau,,305,automatisch
03036,Soniusweg,Heisingen,Gemeindestraße,"Person, Mann, Deutscher, Abt",,305,automatisch
02897,Sonnenblick,Margarethenhöhe,Gemeindestraße,Lagebezeichnung,,305,automatisch
02898,Sonnenscheinsweg,Haarzopf,Gemeindestraße,Kotten,,305,automatisch
02899,Sonnenstraße,Heisingen,Gemeindestraße,Lagebezeichnung,,305,automatisch
01609,Sonnenweg,Katernberg,Gemeindestraße,Lagebezeichnung,,305,automatisch
02900,Sophienstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,305,automatisch
02901,Spakenbroich,Karnap,Gemeindestraße,Flurname,,305,automatisch
02902,Spanierwehr,Karnap,Gemeindestraße,Kriegserinnerung,,305,automatisch
00955,Spechtweg,Burgaltendorf,Gemeindestraße,Zoologie,Amselweg,306,automatisch
02904,Sperberstraße,Stadtwald,Gemeindestraße,Zoologie,,306,automatisch
02949,Spervogelweg,Freisenbruch,Gemeindestraße,"Person, Mann, Deutschen, Minnesängerr",,306,unsicher
03002,Spieckermannstraße,Fulerum,Gemeindestraße,Behandigungsgut,,306,automatisch
02907,Spiekbank,Heisingen,Gemeindestraße,Bergbau,,306,automatisch
03011,Spiekeroogweg,Margarethenhöhe,Gemeindestraße,Insel,,306,automatisch
03012,Spielkampshof,Haarzopf; Margarethenhöhe,,Hofname,,306,unsicher
02908,Spielkampsweg,Haarzopf,Gemeindestraße,Hofname,Spielkampshof,307,automatisch
02910,Spillenburgstraße,Bergerhausen; Huttrop; Steele,Gemeindestraße,Mühle,,307,automatisch
02911,Spillheide,Heidhausen,Gemeindestraße,Kotten,,307,automatisch
02912,Spindelgang,Werden,Gemeindestraße,Industrie und Wirtschaft,,307,automatisch
03027,Spindelmannstraße,Altenessen-Süd,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann",,307,automatisch
03013,Spinozastraße,Freisenbruch,Gemeindestraße,"Person, Mann, Niederländer, Philosoph",,308,automatisch
02913,Spittlerstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Historiker",,308,automatisch
02914,Sponheuerstraße,Altenessen-Süd,Gemeindestraße,Kotten,,308,automatisch
02915,Spreestraße,Bergerhausen,Gemeindestraße,Gewässer,,308,automatisch
03753,Springberg,Kettwig,Gemeindestraße,Flurname,,308,automatisch
03004,Springhoffsfeld,Überruhr- Hinsel,Gemeindestraße,Hofname,,308,automatisch
02916,Springloh,Heisingen,Gemeindestraße,Flurname,,308,automatisch
02917,Springmannstraße,Stoppenberg,Gemeindestraße,"Person, Frau, Deutsche, Siedlung",,309,automatisch
02918,Spritzenstraße,Altenessen- Nord,Gemeindestraße,Lagebezeichnung,,309,automatisch
02727,St. Annental,Bergerhausen; Rellinghausen,Gemeindestraße,Kirche und Kloster,,309,automatisch
02728,St.-Ingbert-Höhe,Leithe,Gemeindestraße,Stadt und Ort,Merziger Aue,309,automatisch
02919,Stadtfeld,Altenessen-Süd,Gemeindestraße,Flurname,,309,automatisch
02921,Stadtwaldplatz,Stadtwald,Landstraße,"Lagebezeichnung, Platz",,309,automatisch
02922,Stadtwaldwende,Stadtwald,Gemeindestraße,Lagebezeichnung,,309,automatisch
02923,Staelsfeld,Heisingen,Gemeindestraße,Flurmame,,310,automatisch
02924,Stahlstraße,Westviertel,Gemeindestraße,Essener Geschichte und Ortlichkeit,,310,automatisch
02925,Stakenholt,Altenessen- Nord,Gemeindestraße,Flurname,,310,automatisch
02926,Stankeitstraße,Altenessen- Süd,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeisten",,310,automatisch
02927,Stapenhorststraße,Altenessen-Nord,Gemeindestraße,"Person, Mann, Deutscher, Direktor",,310,automatisch
02928,Stattropstraße,Huttrop,Gemeindestraße,Behandigungsgut,,310,automatisch
03014,Stauderstraße,Katernberg; Altenessen-Süd,Landstraße,Stauderstraße - Stauderbrauerei vor dem Ersten Weltkrieg Familiename,,310,automatisch
02929,Stauseebogen,Heisingen,Gemeindestraße,Lagebezeichnung,,311,automatisch
02930,Steegstraße,Bochold,Gemeindestraße,Lagebezeichnung,,311,automatisch
00338,Steeler Bergstraße,Steele,Gemeindestraße,Lagebezeichnung,,311,automatisch
02932,Steeler Pfad,Kray; Steele,Gemeindestraße,Lagebezeichnung,Steeler Straße,311,automatisch
02933,Steeler Platz,Steele,Gemeindestraße,"Lagebezeichnung, Platz",Steeler Straße,311,automatisch
02934,Steeler Straße,Stadtkern; Ostviertel; Südostviertel; Huttrop; Steele,Landstraße; Gemeindestraße,Stadt und Ort,,311,unsicher
02935,Steigerstraße,Altenessen- Nord,Gemeindestraße,Bergbau,,311,automatisch
02937,Steille Straße,Margarethenhöhe,Gemeindestraße,Lagebezeichnung,,312,automatisch
02936,Steiler Garten,Schonnebeck,Gemeindestraße,Lagebezeichnung,,312,automatisch
02938,Steinbeck,Heidhausen; Werden,Gemeindestraße,Familiename,,312,automatisch
02939,Steinberg,Bredeney,Gemeindestraße,Flurname,,312,automatisch
02940,Steinbrink,Bochold,Gemeindestraße,Flurname,,312,automatisch
02941,Steinerweg,Altenessen-Nord,Gemeindestraße,Kotten,,312,automatisch
03032,Steingatt,Burgaltendorf,Gemeindestraße,Bergbau,,312,automatisch
02942,Steingröverstraße,Stoppenberg,Gemeindestraße,"Person, Mann, Deutscher, Bergwerksdirektor, Kruppscher Beamter, Stadtverordneter, Siedlung",,312,automatisch
02943,Steinhagen,Steele,Gemeindestraße,Flurname,,312,automatisch
02944,Steinhausenstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Lithograf, Malerviertel-Holsterhausen",,312,automatisch
02945,Steinkuhle,Bergerhausen,Gemeindestraße,Lagebezeichnung,,312,automatisch
02946,Steinland,Kray,Gemeindestraße,Flurname,,312,automatisch
02947,Steinmannshofstraße,Schonnebeck,Gemeindestraße,Hofname,,312,automatisch
02948,& Steinmetzstraße,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Generalfeldmarschall",,313,unsicher
03006,Steinpfad,Gerschede,Gemeindestraße,Volksmund,,313,automatisch
03285,Steinplatz,Südviertel,Gemeindestraße,"Industrie und Wirtschaft, Platz",,313,automatisch
02950,Steins Feld,Haarzopf,Gemeindestraße,Flurname,,313,automatisch
02951,Steinstraße,Südviertel,Gemeindestraße,Essener Geschichte und Örtlichkeit,,313,automatisch
03754,Steinweg,Kettwig,Gemeindestraße,Lagebezeichnung,,313,automatisch
02952,Stemmering,Heisingen,Gemeindestraße,Flurname,,313,automatisch
03015,Stenkamps Busch,Bedingrade; Frintrop,Gemeindestraße,Behandigungsgut,,313,automatisch
03016,Stensbeckhof,Bedingrade,Gemeindestraße,Behandigungsgut,,314,automatisch
02953,Stensstraße,Margarethenhöhe,Gemeindestraße,Hofname,,314,automatisch
02954,Stenzelstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Geschichtsforscher",,314,automatisch
01613,Stephan-Tembories-Ring,Heidhausen,Gemeindestraße,"Person, Mann, Deutscher, Theologe",,314,automatisch
02955,Stephensonstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Engländer, Konstrukteur, Eisenbahnwesen",,314,automatisch
02956,Sterkrader Straße,Altendorf,Gemeindestraße,Stadt und Ort,,314,automatisch
02957,Sternstraße,Burgaltendorf,Gemeindestraße,Lagebezeichnung,Am Stern,314,automatisch
01610,Sterntalerweg,Katernberg,Gemeindestraße,Märchen,,314,automatisch
03017,Stettiner Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,314,automatisch
02958,Steubenstraße,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Offizier",,314,automatisch
02959,Stevens Kamp,Huttrop,Gemeindestraße,Familienname,,315,automatisch
02960,Stiege,Schonnebeck,Gemeindestraße,Lagebezeichnung,,315,automatisch
02961,Stiege,Schonnebeck,Gemeindestraße,Lagebezeichnung,,315,unsicher
02962,Stiege,Schonnebeck,Gemeindestraße,Lagebezeichnung,,315,unsicher
02963,Stiftbusch,Stadtwald,Gemeindestraße,Botanik,,315,automatisch
02964,Stiftmühlenbrink,Stadtwald,Gemeindestraße,Mühle,,315,automatisch
02965,Stiftplatz,Rellinghausen,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Platz",,315,automatisch
02966,Stiftsdamenwald,Stoppenberg,Gemeindestraße,Flurname,,315,automatisch
02967,Stiftstraße,Stadtwald,Gemeindestraße,Essener Geschichte und Örtlichkeit,Stiftplatz,315,automatisch
01098,Stiller Weg,Margarethenhöhe,Gemeindestraße,Lagebezeichnung,,315,automatisch
02968,Stinnesstraße,Karnap,Hauptstraße,"Person, Mann, Deutscher, Reeder, Industrieller",,315,automatisch
02969,Stobbestraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Rechtshistoriker",,315,automatisch
03022,Stockkampweg,Frintrop,Gemeindestraße,Kotten,,315,automatisch
02970,Stocksiepen,Bredeney,Gemeindestraße,Flurname,,316,automatisch
03010,Stöckmannweg,Frintrop,Gemeindestraße,Familienname,,316,automatisch
03018,Stoetzelweg,Schönebeck,Gemeindestraße,"Person, Mann, Deutscher, Bergmann",,316,automatisch
02971,Stolbergstraße,Borbeck- Mitte; Bergeborbeck,Kreisstraße; Gemeindestraße,"Person, Mann, Deutscher, Graf, Dichter",,316,automatisch
03019,Stolzingweg,Leithe,Gemeindestraße,"Person, Mann, Deutscher, Meistersinger",,316,automatisch
02973,Stoppenberger Platz,Stoppenberg,Gemeindestraße,"Bauerschaft, Platz",,316,automatisch
02974,Stoppenberger Straße,Nordviertel; Ostvierte!; Stoppenberg,Landstraße,Bauerschaft,Stoppenberger Platz,316,automatisch
02975,Stornefranzstraße,Heisingen,Gemeindestraße,Bergbau,,316,automatisch
00709,Storpplatz,Südostviertel,Gemeindestraße,"Kotten, Platz",,316,automatisch
02976,Storpstraße,Südostviertel,Gemeindestraße,Kotten,,316,automatisch
02977,Stotznocken,Werden,Gemeindestraße,Flurname,,317,automatisch
03677,Strängerstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Schornsteinfeger",,317,automatisch
01602,Straßburger Straße,Rüttenscheid,Gemeindestraße,Stadt und Ort,,317,automatisch
02978,Stratmanns Hang,Gerschede,Gemeindestraße,Hofname,,317,automatisch
02979,Streckweg,Frintrop,Gemeindestraße,Eiienbahnwesen,,317,automatisch
02980,Strickerstraße,Vogelheim,Gemeindestraße,Industrie und Wirtschaft,,317,automatisch
02981,Strouxpfad,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Konstrukteur, Kruppscher Beamter, Siedlung",,317,automatisch
02983,Strünksweg,Altenessen-Nord,Gemeindestraße,Kotten,,317,automatisch
02984,Stubbenkamp,Kray,Gemeindestraße,Flurname,,317,automatisch
02985,Stubertal,Fulerum; Haarzopf,Gemeindestraße,Flurname,,317,automatisch
02986,Stüfken,Fischlaken,Gemeindestraße,Flurname,,317,automatisch
02987,Stüpertweg,Bergerhausen,Gemeindestraße,Bergbau,,318,automatisch
02988,Stüvestraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Historiker, Politiker",,318,automatisch
02989,Sturmshof,Karnap,Hauptstraße,Hofname,,318,automatisch
02990,Styrumer Straße,Altendorf,Gemeindestraße,Stadt und Ort,,318,automatisch
02991,Suarezstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Jurist",,318,automatisch
02992,Süderichstraße,Nordviertel,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Flurname",,318,automatisch
02993,Südseestraße,Gerschede,Gemeindestraße,Stadt und Ort,,318,automatisch
02994,Süthers Garten,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Schmied",,318,automatisch
03034,Suitbertstraße,Überruhr- Holthausen,Gemeindestraße,Kirche und Kloster,,318,automatisch
02995,Sulterkamp,Bergeborbeck,Hauptstraße,Flurname,,318,automatisch
02996,Sulzbachtal,Leithe,Gemeindestraße,Gewässer,,318,automatisch
03020,Sunderlandstraße,Huttrop,Gemeindestraße,"Stadt und Ort, Partnerstadt",,318,automatisch
02997,Sundernholz,Stadtwald,Gemeindestraße,Botanik,,319,unsicher
02998,Sursstraße,Altendorf,Gemeindestraße,Hofname,,319,automatisch
02999,Susannastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,319,automatisch
03000,Sybelstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Historiker, Politiker",,319,automatisch
03021,Sylviastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,319,unsicher
03041,Talbogen,Bredeney,Gemeindestraße,Lagebezeichnung,,319,automatisch
03042,Talstraße,Burgaltendorf,Gemeindestraße,Lagebezeichnung,,319,automatisch
03112,Tamperestraße,Steele,Gemeindestraße,"Partnerstadt, Stadt und Ort",,319,automatisch
03043,Tangabucht,Gerschede,Gemeindestraße,Stadt und Ort,,319,automatisch
03044,Tannenberg,Werden,Gemeindestraße,Flurname,,319,automatisch
03045,Tannscheidtweg,Heisingen,Gemeindestraße,Flurname,,319,automatisch
03046,Taubenstraße,Burgaltendorf,Gemeindestraße,Zoologie,,319,automatisch
03047,Taunusbogen,Bredeney,Gemeindestraße,Stadt und Ort,,319,automatisch
03048,Tauweg,Dellwig,Gemeindestraße,Lagebezeichnung,,319,automatisch
03049,Teichstraße,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,,320,automatisch
03050,Teilungsweg,Altenessen-Nord,Gemeindestraße,Lagebezeichnung,,320,automatisch
03051,Teisselsberg,Frintrop,Gemeindestraße,Flurname,,320,automatisch
03052,Teisselstraße,Frintrop,Gemeindestraße,Flurname,,320,automatisch
03053,Tempelhof,Kray,Gemeindestraße,Kotten,,320,automatisch
01131,Tenderweg,Altenessen- Süd,Gemeindestraße,Industrie und Wirtschaft,,320,automatisch
03114,Ten-Hövel-Weg,Heisingen,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,320,automatisch
03054,Terbeckstraße,Bergerhausen,Gemeindestraße,Hofname,Schürmannstraße,320,automatisch
03055,Termeerhöfe,Katernberg,Gemeindestraße,Hofname,,320,automatisch
03056,Termiedenhof,Bochold,Gemeindestraße,Hofname,,321,automatisch
03057,Tersteegenweg,Haarzopf,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher, Schriftsteller",,321,automatisch
03105,Terwestenweg,Katernberg,Gemeindestraße,Hofname,,321,automatisch
03106,Terwestenweg,Katernberg,Gemeindestraße,Hofname,,321,unsicher
03107,Terwestenweg,Katernberg,Gemeindestraße,Hofname,,321,unsicher
03058,Teutoburger Weg,Kray,Gemeindestraße,Bergbau,,321,automatisch
01142,Thea-Leymann-Straße,Westviertel,Gemeindestraße,"Person, Frau, Deutsche, Dozentin",,321,automatisch
03059,Theaterplatz,Stadtkern,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Platz",,322,automatisch
03060,Theklastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,322,automatisch
03061,Theobaldstraße,Katernberg,Gemeindestraße,"Person, Mann, Deutscher, Bergbau",,322,automatisch
03108,Theodor-Althoff-Straße,Bredeney; Schuir,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Industrieller",,322,automatisch
03757,Theodor-Fontane-Weg,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Schriftsteller",,322,automatisch
03109,Theodor-Hartz-Straße,Bochold,Landstraße,"Person, Mann, Deutscher, Geistlicher",,322,automatisch
00583,Theodor-Heuss-Brücke,Heisingen; Byfang,Autobahn,"Person, Mann, Politiker, Deutscher, Bundespräsident",,322,automatisch
03110,Theodor-Pyls-Straße,Stoppenberg,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher",,322,automatisch
03062,Theodorstraße,Nordviertel,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Männlicher Vorname",Ostermannstraße,323,automatisch
03064,Therbeckenring,Schönebeck,Gemeindestraße,Hofname,,323,automatisch
03063,Theresenstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,323,automatisch
03065,Thielenplatz,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Politiker, Kruppscher Beamter, Platz",,323,automatisch
03758,Thiemannstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,323,automatisch
03066,Thiesbürgerweg,Frohnhausen,Gemeindestraße,Kotten,,323,automatisch
03067,Thiesstraße,Altenessen- Nord,Gemeindestraße,"Person, Mann, Deutscher, Bergbau",,323,automatisch
03068,Thingstraße,Huttrop,Gemeindestraße,Volksmund,,323,automatisch
01547,Tholshof,Kupferdreh,Gemeindestraße,Hofname,,323,automatisch
03069,Tholstraße,Altendorf,Gemeindestraße,"Hofname, Essener Geschichte und Örtlichkeit",,323,automatisch
03070,Thusneldaplatz,Karnap,Gemeindestraße,"Person, Frau, Germanischer Stamm, Platz",,323,automatisch
03071,Tholstraße - Hof Thol Thusneldastraße,Karnap,Gemeindestraße,"Person, Frau, Germanischer Stamm",Thusneldaplatz,323,unsicher
00827,ThyssenKrupp Allee,Westviertel,Gemeindestraße,Industrie und Wirtschaft,,324,automatisch
03072,Tiefbaustraße,Altenessen- Nord,Gemeindestraße,Bergbau,,324,automatisch
03073,Tiefenbruchstraße,Altenessen-Süd,Gemeindestraße,Flurname,,324,automatisch
03074,Tiefer Weg,Margarethenhöhe,Gemeindestraße,Lagebezeichnung,,324,automatisch
03075,Tiegelstraße,Nordviertel,Gemeindestraße,Industrie und Wirtschaft,,324,automatisch
03076,Tiemannleite,Leithe,Gemeindestraße,Hofname,,324,automatisch
03077,Tiergarten,Werden,Gemeindestraße,Flurname,,324,automatisch
03078,Timpestraße,Karnap,Gemeindestraße,Kotten,,324,automatisch
03080,Töpferstraße,Huttrop; Bergerhausen,Landstraße,Industrie und Wirtschaft,,324,automatisch
03082,Tommesweg,Haarzopf,Gemeindestraße,Kotten,,324,automatisch
03083,Tonstraße,Bedingrade,Gemeindestraße,Lagebezeichnung,,324,automatisch
03084,Tossens Büschken,Horst; Freisenbruch,Gemeindestraße,Hofname,,325,automatisch
03085,Towersgarten,Werden,Gemeindestraße,Flurname,,325,automatisch
03086,Tränke,Altenessen-Nord,Gemeindestraße,Gewässer,,325,automatisch
03087,Trappenbergstraße,Bredeney; Stadtwald,Gemeindestraße,Flurname,,325,automatisch
03088,Trautes Heim,Margarethenhöhe,Gemeindestraße,Lebensgefühl,,325,automatisch
03089,Treibweg,Überruhr-Hinsel,Gemeindestraße,Lagebezeichnung,,325,automatisch
03091,Trentelgasse,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,,325,automatisch
02051,Treidelplatz,Werden,Gemeindestraße,Essener Geschichte und Ortlichkeit,,325,automatisch
03092,Trierer Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,325,automatisch
03093,Triftstraße,Bedingrade; Gerschede,Gemeindestraße,Lagebezeichnung,,325,automatisch
