schl_nr,lemma,stadtteile,strassenklasse,namensgruppe,verweis_auf,buchseite,status
00245,Antoniushang,Schönebeck,Gemeindestraße,Kirche und Kloster,Antoniusstraße,54,automatisch
00181,Antoniusstraße,Schönebeck,Gemeindestraße,Kirche und Kloster,,54,automatisch
00183,Antropstraße,Überruhr- Hinsel,Gemeindestraße,Familienname,,54,automatisch
02504,Antwerpenweg,Bochold,Gemeindestraße,"Stadt und Ort, Siedlung",,54,automatisch
00184,Archenholzstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Offizier, Schriftsteller",,54,automatisch
00185,Ardelhütte,Schönebeck,Gemeindestraße,Kotten,,54,automatisch
00186,Ardeyplatz,Rellinghausen,Gemeindestraße,"Botanik, Platz",,54,automatisch
00187,Ardeystraße,Rellinghausen,Gemeindestraße,Botanik,Ardeyplatz,54,automatisch
00188,Arenbergstraße,Karnap,Landstraße,"Bergbau, Siedlung",,54,automatisch
03555,Arendahls Hang,Stoppenberg,Gemeindestraße,Flurnamen,,54,automatisch
00189,Arendahls Wiese,Stoppenberg,Gemeindestraße,Flurname,,54,automatisch
00190,Arminiusgarten,Karnap,Gemeindestraße,"Person, Mann, Germane, Fürst",,55,automatisch
00191,Armstraße,Borbeck-Mitte,Gemeindestraße,Essener Geschichte und Örtlichkeit,,55,automatisch
03618,Arndtstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Schriftsteller, Historiker, Dichter, Männlicher Vorname",,55,automatisch
00193,Arnoldstraße,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Familie Krupp, Männlicher Vorname, Siedlung",,55,automatisch
02509,Aronweg,Steele,Gemeindestraße,"Person, Frau, Deutsche, Jüdin",,55,automatisch
00194,Asbachtal,Kupferdreh,Gemeindestraße,Lagebezeichnung,,55,automatisch
00195,Asbeckstraße,Bochold,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",,55,automatisch
00196,Ascherfeldweg,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",,55,automatisch
00197,Aseyweg,Bredeney; Schuir,Gemeindestraße,"Flurname, Hofname",,55,automatisch
00198,Askaristraße,Gerschede,Gemeindestraße,Siedlung,,56,automatisch
02522,Assmannweg,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Meteorologe, vorm.: Reckhammerweg (tiw.)",,56,unsicher
00199,Asthöwerstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Stadtverordneter",,56,automatisch
03619,Auer Höhe,Kettwig,Gemeindestraße,Flurname,,56,automatisch
00200,Auf dem Bretzberg,Frillendorf,Gemeindestraße,Flurname,,56,automatisch
00202,Auf dem Eichholz,Bedingrade,Gemeindestraße,"Flurname, Familienname",,56,automatisch
03620,Auf dem Eigen,Kettwig,Gemeindestraße,Flurname,,56,automatisch
02520,Auf dem Erdwinkel,Stoppenberg,Gemeindestraße,Lagebezeichnung,,56,automatisch
00203,Auf dem Felde,Katernberg,Gemeindestraße,Flurname,,56,automatisch
00204,Auf dem Holleter,Huttrop,Gemeindestraße,Flurname,,56,automatisch
00205,Auf dem Kolfen,Kray,Gemeindestraße,Flurname,,56,automatisch
03550,Auf dem Loh,Burgaltendorf,Gemeindestraße,Flurname,,56,unsicher
00206,Auf dem Stapel,Schonnebeck,Gemeindestraße,Bergbau,,56,automatisch
00207,ia Auf dem Sutan,Werden,Gemeindestraße,Botanik,,56,unsicher
00210,Auf der Bredde,Frillendorf,Gemeindestraße,Flurname,,57,unsicher
00211,Auf der Bucht,Heisingen,Gemeindestraße,Lagebezeichnung,,57,automatisch
00212,Auf der Burg,Schönebeck,Gemeindestraße,Lagebezeichnung,,57,automatisch
00213,Auf der Delle,Schonnebeck,Gemeindestraße,Flurname,,57,automatisch
00214,Auf der Donau,Ostviertel; Südostviertel,Gemeindestraße,"Essener Geschichte und ÖOrtlichkeit, Flurname",,57,automatisch
03621,Auf der Forst,Kettwig,Gemeindestraße,Flurname,,57,automatisch
00215,Auf der Fuchskaul,Haarzopf,Gemeindestraße,Flurname,,57,automatisch
00201,Auf der Gathe,Heisingen,Gemeindestraße,Flurname,,57,automatisch
00216,Auf der Gehre,Kray,Gemeindestraße,Flurname,,57,automatisch
00824,Auf der Heide,Fulerum,Gemeindestraße,Flurname,,57,automatisch
00218,Auf der Höhe,Frintrop,Gemeindestraße,Lagebezeichnung,,57,automatisch
00219,Auf der Horst,Schonnebeck,Gemeindestraße,Flurname,,57,automatisch
00220,Auf der Knappe,Byfang,Gemeindestraße,Lagebezeichnung,,57,automatisch
00221,Auf der Litten,Frillendorf,Gemeindestraße,Flurname,,57,automatisch
00222,Auf der Reihe,Katernberg,Landstraße,Lagebezeichnung,,57,automatisch
03622,Auf der Rötsch,Kettwig,Gemeindestraße,Flurname,,58,automatisch
00823,Auf der Ruhrhöhe,Burgaltendorf,Gemeindestraße,Lagebezeichnung,,58,automatisch
00223,Auf der Union,Nordviertel,Gemeindestraße,Lagebezeichnung,,58,automatisch
00224,Aufhau,Stoppenberg,Gemeindestraße,Bergbau,,58,automatisch
00225,Auf'm Berg,Kray,Gemeindestraße,"Flurname, Hofname",,58,automatisch
00226,Auf'm Bögel,Haarzopf,Gemeindestraße,"Flurname, Kotten",,58,automatisch
00227,Auf'm Böntchen,Frillendorf,Gemeindestraße,Flurname,,58,automatisch
00228,Auf'm Bruch,Haarzopf,Gemeindestraße,Flurname,,58,automatisch
00229,Auf'm Dörnchen,Haarzopf,Gemeindestraße,Flurname,,58,automatisch
00230,Auf'm Gartenstück,Haarzopf,Gemeindestraße,Flurname,,58,automatisch
00231,Auf'm Kahr,Fischlaken,Gemeindestraße,Flurname,,58,automatisch
03557,Auf'm Keller,Haarzopf,Gemeindestraße,"Hofname, Familienname",,58,automatisch
00232,Auf'm Kirchenland,Leithe,Gemeindestraße,Flurname,,58,automatisch
00233,Auf'm Rolland,Borbeck- Mitte,Gemeindestraße,Flurname,,58,automatisch
00234,Auf'm Steinacker,Werden,Gemeindestraße,Flurname,,58,automatisch
03553,Auf'm Stöcken,Kupferdreh,Gemeindestraße,Flurname,,59,automatisch
00235,Aufm Uhlenbroich,Frillendorf,Gemeindestraße,Flurname,,59,automatisch
00236,Augenerstraße,Steele,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,59,automatisch
00237,Augustaweg,Fischlaken,Gemeindestraße,Bergbau,,59,automatisch
01249,August-Schmidt-Straße,Katernberg,Gemeindestraße,"Person, Mann, Deutscher, Bergmann, Gewerkschafter",,59,automatisch
03624,August-Thyssen-Straße,Kettwig,Landstraße,"Person, Mann, Deutscher, Industrieller",,59,automatisch
00270,Baasstraße,Dellwig,Gemeindestraße,"Person, Mann, Deutscher, Schankwirt, Volksmund",,59,automatisch
03627,Bachstraße,Kettwig,Gemeindestraße,Gewässer,,59,automatisch
00272,Backwinkelstraße,Altenessen-Süd; Stoppenberg,Landstraße,"Person, Mann, Deutscher, Direktor",,59,automatisch
00273,Baderweg,Heisingen,Gemeindestraße,"Person, Mann, Deutscher, Rentmeister",,59,automatisch
00274,Baedekerstraße,Südviertel,Gemeindestraße,Familienname,,60,automatisch
00275,Bärendelle,Frohnhausen,Gemeindestraße,Flurname,,60,automatisch
00276,Bäuminghausstraße,Altenessen-Süd,Gemeindestraße,Lagebezeichnung,,60,automatisch
00277,Bahnhofstraße,Heisingen,Gemeindestraße,Lagebezeichnung,,60,automatisch
00278,43 ff Bahnstraße,Kupferdreh,Gemeindestraße,Lagebezeichnung,,60,unsicher
00279,Bahrenbergring,Heisingen,Gemeindestraße,Hofname,,60,automatisch
00280,Baldeney,Bredeney,Gemeindestraße,"Nummerierungsbezirk, Rittersitz",,61,automatisch
00514,Baltrumweg,Margarethenhöhe,Gemeindestraße,Insel,,61,automatisch
00281,Bamlerstraße,Altenessen- Süd,Gemeindestraße,"Person, Mann, Deutscher, Meteorologe, Ballonfahrer",,61,automatisch
00282,Bandelstraße,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Architekt, Bildhauer, Maler",,61,automatisch
00283,Bandstraße,Bedingrade; Schönebeck,Gemeindestraße,Lagebezeichnung,,61,automatisch
00284,Barbarakirchgang,Ostviertel,Gemeindestraße,"Essener Geschichte und Ortlichkeit, Kirche und Kloster",,61,automatisch
00285,Barbarastraße,Kray,Gemeindestraße,Kirche und Kloster,,61,automatisch
00286,Barbarossaplatz,Stoppenberg,Gemeindestraße,"Person, Mann, Kaiser,Platz",,61,automatisch
00512,Barchemhöhe,Bedingrade,Gemeindestraße,Bauerschaft,,61,automatisch
00287,Bardelebenstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Professor, Mediziner, Chirurg",,61,automatisch
00967,Bargmannstraße,Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Politiker, Beigeordneter",,62,automatisch
00289,Barkhorstrücken,Werden; Heidhausen,Gemeindestraße,Flurname,,62,automatisch
00290,Barkhovenallee,Heidhausen,Gemeindestraße,Hofname,,62,automatisch
00524,Barkhovenhöhe,Heidhausen,Gemeindestraße,Hofname,Barkhovenallee,62,automatisch
00288,Barnscheidstraße,Heisingen,Gemeindestraße,Bergbau,,62,automatisch
00291,Barthel-Bruyn-Straße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen",,62,automatisch
00292,Bartlingstraße,Kray,Gemeindestraße,Lehngut,,62,automatisch
00293,Bassinstraße,Südostviertel,Gemeindestraße,Lagebezeichnung,,63,automatisch
00294,Basunestraße,Altenessen- Nord,Gemeindestraße,Hofname,,63,automatisch
00295,Batenbrocker Straße,Karnap,Gemeindestraße,Bauerschaft,,63,automatisch
02046,Bauer-Knühl-Weg,Horst,Gemeindestraße,"Person, Mann, Deutscher, Landwirt",,63,automatisch
03629,EBERLE u Bauerschaft,Kettwig,Gemeindestraße,Nummerierungsbezirk,,63,automatisch
00296,Baumblüte,Bredeney,Gemeindestraße,Botanik,,63,automatisch
00521,Baumertweg,Horst,Gemeindestraße,"Person, Mann, Deutscher, Schlosser, Widerstandskämpfer",,63,automatisch
00300,Baumstraße,Südviertel,Gemeindestraße,Botanik,Dreilindenstraße,63,automatisch
00301,Bausemshorst,Altenessen- Nord,Gemeindestraße,Flurname,,63,automatisch
00302,Baustraße,Dellwig; Frintrop,Gemeindestraße,Industrie und Wirtschaft,,63,automatisch
00303,Bauvereinstraße,Bergerhausen,Gemeindestraße,Industrie und Wirtschaft,,63,automatisch
00304,Beckerskamp,Steele,Gemeindestraße,"Flurname, Familienname",,64,automatisch
00305,Beckhansweg,Werden,Gemeindestraße,Flurname,,64,automatisch
00306,Beckmannsbusch,Bredeney,Gemeindestraße,"Flurname, Hofname",,64,automatisch
00297,Beckmesserstraße,Leithe,Gemeindestraße,"Person, Mann, Deutscher, Meistersinger",,64,automatisch
00307,Becksiepenstraße,Huttrop,Gemeindestraße,Botanik,,64,automatisch
00308,Beckstädtstraße,Vogelheim,Gemeindestraße,Bergbau,,64,automatisch
00309,Beckstraße,Vogelheim,Gemeindestraße,Kotten,,64,automatisch
00310,Beckumsfeld,Heisingen,Gemeindestraße,Flurname,,64,automatisch
00311,Bedastraße,Werden,Gemeindestraße,"Person, Mann, Deutscher, Abt",,64,automatisch
00312,Bedingrader Straße,Bedingrade,Gemeindestraße,Bauerschaft,,64,automatisch
00313,Beekerwerth,Kray,Gemeindestraße,Bergbau,,64,automatisch
00314,Beekmannstraße,Fulerum,Gemeindestraße,Hofname,,65,automatisch
00315,Beethovenstraße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Komponist",,65,automatisch
03631,Beetstraße,Kettwig,Gemeindestraße,Flurname,,65,unsicher
00298,Behaimring,Leithe,Gemeindestraße,"Person, Mann, Deutscher, Schriftsteller, Meistersinger",,65,automatisch
00523,Beisemannhang,Kupferdreh,Gemeindestraße,Kotten,,65,automatisch
00318,Beisenstraße,Katernberg,Gemeindestraße,Flurname,,65,automatisch
00319,Beiseweg,Südviertel,Gemeindestraße,Flurname,,65,automatisch
00320,Beisingstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer, Essener Geschichte und Örtlichkeit",Peterstraße,65,automatisch
00321,Belfortstraße,Südostviertel,Gemeindestraße,"Kriegserinnerung, Stadt und Ort",,65,automatisch
00322,Bellenbergsteig,Heidhausen,Gemeindestraße,Familienname,,65,automatisch
00323,Bendemannstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen",,65,automatisch
00324,Benderstraße,Kupferdreh,Gemeindestraße,"Person, Mann, Deutscher, Chemiker, Fabrikant",,66,automatisch
00515,Benno-Strauß-Straße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Physiker",,66,automatisch
00325,Bentheimer Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,66,automatisch
00326,Benzstraße,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Erfinder, Konstrukteur, Unternehmer",,66,automatisch
03632,Berchemer Weg,Kettwig,Gemeindestraße,"Hofname, Familienname",,66,automatisch
00327,Berenberger Mark,Bredeney,Gemeindestraße,Lagebezeichnung,,66,automatisch
00328,Bergbaustraße,Katernberg,Gemeindestraße,"Bergbau, Siedlung",,66,automatisch
00329,Bergebuschstraße,Katernberg,Gemeindestraße,Flurname,,66,automatisch
00330,Bergerhauser Straße,Huttrop; Bergerhausen,Gemeindestraße,Bauerschaft,,66,automatisch
00471,Berghausbusch,Haarzopf,Gemeindestraße,Familienname,,66,unsicher
00458,Berghausweg,Haarzopf,Gemeindestraße,Familienname,Berghausbusch,66,automatisch
00331,"[sie > °"" sr $ Bergheimer Steig",Dellwig,Gemeindestraße,Bauerschaft,Bergheimer Straße,66,unsicher
00509,Bergheimer Straße,Bedingrade; Gerschede,Gemeindestraße,Bauerschaft,,67,automatisch
00332,Bergische Landstraße,Heidhausen,Bundesstraße,Stadt und Ort,,67,automatisch
00333,Bergkamp,Schönebeck,Gemeindestraße,Flurname,,67,automatisch
00334,Bergknappenweg,Steele,Gemeindestraße,Bergbau,,67,automatisch
00335,Bergmannsglück,Katernberg,Gemeindestraße,"Bergbau, Lebensgefühl",,67,automatisch
00336,Bergmühle,Bochold,Gemeindestraße,Mühle,,67,automatisch
00337,Bergmühlenwehr,Bochold,Gemeindestraße,Mühle,Bergmühle,67,automatisch
03633,Bergstraße,Kettwig,Gemeindestraße,Lagebezeichnung,,67,automatisch
00339,Berkenberg,Kray; Schonnebeck,Gemeindestraße,Flurname,,67,automatisch
00340,Berkenhölzken,Kray; Schonnebeck,Gemeindestraße,Flurname,,67,automatisch
00532,Berkenkampmühle,Schonnebeck,Gemeindestraße,Mühle,,67,automatisch
00299,Berliner Platz,Stadtkern; Westviertel,Landstraße,"Stadt und Ort, Platz",,68,automatisch
00342,Berliner Straße,Altendorf; Frohnhausen,Gemeindestraße,Stadt und Ort,,68,automatisch
00343,Bernestraße,Stadtkern; Ostviertel,Kreisstraße,"Essener Geschichte und Örtlichkeit, Gewässer",,68,automatisch
00344,Bernhardstraße,Fischlaken,Gemeindestraße,"Person, Mann, Deutscher, Abt",,68,automatisch
00316,Bersonstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Meteorologe, Ballonfahrer",,68,automatisch
00345,Berswortschanze,Karnap,Gemeindestraße,"Person, Mann, Deutscher, Richter",,68,automatisch
02766,Bert-Brecht-Straße,Südviertel; Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Dramatiker, Lyriker",,68,automatisch
00828,Berthold-Beitz-Boulevard,Nordviertel; Westviertel; Altenessen-Süd,Kreisstraße,"Person, Mann, Deutscher, Industrielle",,68,automatisch
00346,Bertoldstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,68,automatisch
00347,Bertramstraße,Karnap,Gemeindestraße,Männlicher Vorname,,69,automatisch
00348,Berzeliusstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Schwede, Mediziner, Chemiker",,69,automatisch
00349,Besselstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Astronom, Mathematiker, Geodät",,69,automatisch
00350,Bessemerstraße,Bergeborbeck,Gemeindestraße,"Person, Mann, Engländer, Erfinder",,69,automatisch
00352,Beulenhof,Horst,Gemeindestraße,Hofname,,69,automatisch
00353,Beulestraße,Horst,Gemeindestraße,Bauerschaft,,69,automatisch
00354,Beuststraße,Ostviertel,Gemeindestraße,"Essener Geschichte und Ortlichkeit, Bergbau",,69,automatisch
00355,Bewerungestraße,Steele,Gemeindestraße,"Person, Mann, Deutscher, Waisenhausdirektor",,70,automatisch
00356,Beyweg,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Landwirt",,70,automatisch
00357,Bieberweg,Bedingrade; Geschede,,"Gemeindestraße, Stadt und Ort, Siedlung",,70,unsicher
00358,Biegonstraße,Schonnebeck,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,70,automatisch
00359,Bielenhöhe,Frillendorf,Gemeindestraße,Flurname,,70,automatisch
00360,Bienenweg,Überruhr-Hinset; Überruhr-Holthausen,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,70,automatisch
03639,Biesgenweg,Kettwig,Gemeindestraße,Familienname,,70,automatisch
00361,Billebrinkhöhe,Bergerhausen,Gemeindestraße,Essener Geschichte und Örtlichkeit,,70,automatisch
00362,Billrothstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Mediziner",,70,automatisch
00363,Billsteinweg,Altenessen- Nord,Gemeindestraße,Bergbau,,70,automatisch
00365,Birkenstraße,Rüttenscheid; Stadtwald,Gemeindestraße,Botanik,,70,automatisch
00366,Ben RN RAN) gs das Birkmannsweg - Hof Birkmann Birkmannsweg,Haarzopf,Gemeindestraße,Hofname,,70,unsicher
01647,Bischof-Franz-Wolf-Straße,Gerschede,Gemeindestraße,"Person, Mann, Deutscher, Missionar, Bischof",,71,automatisch
00367,Bischoffstraße,Altenessen- Nord; Süd,Gemeindestraße,Hofname,,71,automatisch
00368,Bismarckplatz,Südviertel,Kreisstraße,"Person, Mann, Deutscher, Fürst, Ehrenbürger, Platz",,71,automatisch
00369,Bismarckstraße,Südviertel,Bundesstraße; Kreisstraße,"Person, Mann, Deutscher, Fürst, Ehrenbürger",Bismarckplatz,71,automatisch
00370,Bissenkamp,Byfang; Kupferdreh,Gemeindestraße,"Bergbau, Nummerierungsbezirk",,71,automatisch
00511,Bläulingweg,Horst,Gemeindestraße,Zoologie,,71,automatisch
00371,Bleckerkamp,Huttrop,Gemeindestraße,Flurname,,71,automatisch
00372,Blittersdorfweg,Kray,Gemeindestraße,Familienname,,71,automatisch
00373,Blitzstraße,Dellwig,Gemeindestraße,Lagebezeichnung,,71,automatisch
00374,Blockstraße,Kupferdreh,Gemeindestraße,"Lagebezeichnung, Siedlung",,71,automatisch
00375,Blücherstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Fürst, Generalfeldmarschall, Kriegserinnerung",,71,automatisch
00376,Blumenfeldstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Lehrer, Essener Geschichte und Örtlichkeit",,71,automatisch
00377,Blumenkamp,Bredeney,Gemeindestraße,Botanik,,72,automatisch
00378,Blumenthalstraße,Südostviertel; Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Graf, Generalfeldmarschall, Kriegserinnerung",,72,automatisch
00379,Bocholder Straße,Bochold; Borbeck-Mitte,Landstraße,Bauerschaft,,72,unsicher
00565,Bochumer Landstraße,Steele; Freisenbruch,Landstraße,Lagebezeichnung,,72,unsicher
00380,Bochumer Straße,Steele,Gemeindestraße,Stadt und Ort,,72,automatisch
00381,Bockmühlenweg,Altendorf,Gemeindestraße,"Lagebezeichnung, Mühle",,72,automatisch
00382,Bodelschwinghstraße,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Theologe",,72,automatisch
00383,Böcklinstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Schweizer, Maler, Zeichner, Grafiker, Bildhauer, Malerviertel- Holsterhausen",,72,automatisch
00384,Böhmerheide,Altenessen- Nord,Gemeindestraße,"Flurname, Familienname",,72,automatisch
00385,Böhmerstraße,Frohnhausen; Schönebeck,Gemeindestraße,"Person, Mann, Deutscher, Historiker",,73,automatisch
00386,Bökensiepen,Heisingen,Gemeindestraße,Botanik,,73,automatisch
00387,Boettgerstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Chemiker, Physiker",,73,automatisch
00388,Bogenstraße,Heisingen,Gemeindestraße,Lagebezeichnung,,73,automatisch
00390,Bohrmühlental,Stadtwald,Gemeindestraße,Mühle,,73,automatisch
00391,Bolckendyck,Huttrop; Südostviertel,Gemeindestraße,Flurname,,73,automatisch
00392,Bolsterbaum,Katernberg,Gemeindestraße,"Flurname, Familienname",,73,automatisch
00393,Bongerbank,Freisenbruch,Gemeindestraße,Bergbau,,73,automatisch
00520,Bonhoefferweg,Horst,Gemeindestraße,"Familienname, Widerstandskämpfer",,73,automatisch
03276,Bonifaciusring,Kray,Gemeindestraße,Bergbau,,73,automatisch
00394,Bonifaciusstraße,Schonnebeck; Kray,Gemeindestraße,Bergbau,,73,automatisch
00435,Bonnekamphöhe,Katernberg,Gemeindestraße,Hofname,Bonnekampstraße,74,automatisch
00395,Bonnekampstraße,Katernberg,Gemeindestraße,Hofname,,74,automatisch
00396,Bonnemannstraße,Schönebeck,Gemeindestraße,Familienname,,74,automatisch
00397,Bonnenbergstraße,Heisingen,Gemeindestraße,"Flurname, Kotten",,74,automatisch
00398,Bonscheidter Straße,Heisingen,Gemeindestraße,Flur-name,,74,automatisch
02515,Bonsiepen,Bergerhausen,Gemeindestraße,Hofname,,74,unsicher
00399,Borbecker Platz,Borbeck- Mitte,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Hofname, Platz",,74,automatisch
00400,Borbecker Straße,Borbeck- Mitte; Bochold,Hauptstraße; Gemeindestraße,"Essener Geschichte und Örtlichkeit, Hofname",Borbecker Platz,74,unsicher
00401,Borgemeisterstraße,Katernberg,Gemeindestraße,Kotten,,74,automatisch
00513,Borkumstraße,Margarethenhöhe,Gemeindestraße,Insel,,75,automatisch
00402,Bornickswiese,Frillendorf,Gemeindestraße,Flurname,,75,automatisch
00403,Bornstraße,Ostviertel,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Gewerke, Bankier, Essener Geschichte und Örtlichkeit",,75,automatisch
00404,Borsigstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher Maschinenbauer, Unternehmer, ur- spr.: Parkstraße",,75,unsicher
00405,Boshamerweg,Karnap,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,75,automatisch
00406,Bosselberg,Stadtwald,Gemeindestraße,Bergbau,,75,automatisch
00407,Bottlenberg,Stadtwald; Bredeney,Gemeindestraße,Familienname,,75,automatisch
00408,Bottroper Straße,Nordviertel; Bochold; Altenessen-Süd; Bergeborbeck; Dellwig; Gerschede,Landstraße,Stadt und Ort,,76,unsicher
